match_id,rank_player_1,rank_player_2,rank_player_3,rank_player_4,rank_player_5,rank_player_6,rank_player_7,rank_player_8,rank_player_9,rank_player_10,winrate_player_1,winrate_player_2,winrate_player_3,winrate_player_4,winrate_player_5,winrate_player_6,winrate_player_7,winrate_player_8,winrate_player_9,winrate_player_10,mean_kda_player_1,mean_kda_player_2,mean_kda_player_3,mean_kda_player_4,mean_kda_player_5,mean_kda_player_6,mean_kda_player_7,mean_kda_player_8,mean_kda_player_9,mean_kda_player_10,mean_gpm_player_1,mean_gpm_player_2,mean_gpm_player_3,mean_gpm_player_4,mean_gpm_player_5,mean_gpm_player_6,mean_gpm_player_7,mean_gpm_player_8,mean_gpm_player_9,mean_gpm_player_10,mean_cs_player_1,mean_cs_player_2,mean_cs_player_3,mean_cs_player_4,mean_cs_player_5,mean_cs_player_6,mean_cs_player_7,mean_cs_player_8,mean_cs_player_9,mean_cs_player_10,autofill_player_1,autofill_player_2,autofill_player_3,autofill_player_4,autofill_player_5,autofill_player_6,autofill_player_7,autofill_player_8,autofill_player_9,autofill_player_10,win
6264492355,15,14,13,11,13,14,12,15,12,8,0.45652173913043476,0.5760869565217391,0.3902439024390244,0.5,0.47368421052631576,0.5625,0.484375,0.45454545454545453,0.55,0.55,2.04,2.372093023255814,2.2666666666666666,4.7,1.8387096774193548,1.8620689655172413,3.2,2.8275862068965516,3.142857142857143,1.696969696969697,400.79842931937173,478.33314040976967,376.6678939617084,534.3515690086087,391.8942992874109,447.46307765602666,418.83291770573567,396.90960397003016,520.9747504403992,391.75572519083966,153.6,55.0,132.0,195.5,213.4,181.0,40.0,211.6,158.66666666666666,37.0,False,False,False,False,True,False,True,False,False,False,1
6267614909,13,11,14,14,10,11,15,10,10,12,0.5562913907284768,0.5591397849462365,0.4489795918367347,0.46357615894039733,0.4166666666666667,0.3684210526315789,0.47619047619047616,0.5,0.35135135135135137,0.48863636363636365,1.794871794871795,8.7,2.2083333333333335,2.302325581395349,2.1052631578947367,3.0384615384615383,3.6,2.0625,2.4,3.75,422.64359861591697,501.2371730018789,411.68935815504307,421.1937716262976,345.6427688504326,487.9842647856756,425.309558090597,313.11989630589756,392.1688697059617,304.3458322093337,201.25,52.75,133.5,161.4,44.8,173.0,30.6,133.4,148.8,24.0,False,False,True,False,False,False,False,False,False,False,1
6269852186,7,11,7,10,11,11,12,12,12,10,0.4117647058823529,0.5079365079365079,0.5,0.5365853658536586,0.4715909090909091,0.5925925925925926,0.5076923076923077,0.49056603773584906,0.45517241379310347,0.32432432432432434,1.302325581395349,2.642857142857143,1.26,2.032258064516129,3.8846153846153846,1.6774193548387097,2.3,1.441860465116279,1.90625,3.0833333333333335,397.7045538689374,424.6478394011569,335.937193326791,428.3211177278974,352.31314432989694,416.25984251968504,374.065635451505,379.1021530004581,399.052176958095,357.5511652667692,148.8,55.6,122.2,161.8,50.2,202.0,34.2,157.2,175.4,90.2,True,False,False,False,False,False,False,False,False,False,-1
6266931541,15,11,13,15,14,13,16,14,15,16,0.4375,0.5217391304347826,0.391304347826087,0.5645161290322581,0.46938775510204084,0.4583333333333333,0.5555555555555556,0.42857142857142855,0.4744525547445255,0.5463414634146342,1.368421052631579,2.0,2.210526315789474,2.739130434782609,2.085714285714286,3.782608695652174,2.9047619047619047,1.84375,2.5135135135135136,4.5,474.4778012684989,393.1729155008394,457.56788414439353,409.372596417976,306.823006165976,457.8427476582458,434.44907528002085,386.67050824017514,468.92157747495713,345.1292063856667,231.25,20.2,148.2,197.6,58.8,238.2,89.25,169.0,245.0,43.8,False,False,False,False,False,False,False,False,False,False,-1
6252852534,24,24,25,24,24,24,24,26,24,24,0.512,0.5333333333333333,0.5131086142322098,0.4838709677419355,0.5515151515151515,0.5267857142857143,0.525,0.558641975308642,0.5257142857142857,0.5462962962962963,2.263157894736842,1.8409090909090908,2.3684210526315788,2.45,3.0,1.625,1.5384615384615385,2.727272727272727,3.409090909090909,2.375,472.3371124163366,421.07008760951186,408.50176956350765,406.6275419680633,268.7043701799486,366.2755102040816,385.840176879343,338.3547496097034,513.320208128252,271.9044272663387,185.6,72.0,192.4,153.8,31.6,156.8,29.4,119.6,177.4,25.4,False,False,False,False,False,False,False,False,False,False,1
6267959839,24,24,24,24,24,24,25,23,24,24,0.5153846153846153,0.48360655737704916,0.515625,0.5,0.5903614457831325,0.5107398568019093,0.5506607929515418,0.47706422018348627,0.4791666666666667,0.5116279069767442,2.8666666666666667,1.4864864864864864,3.3333333333333335,3.5454545454545454,3.5,2.263157894736842,11.5,3.85,2.774193548387097,2.3666666666666667,448.5968819599109,434.12457086807257,425.0745909528393,443.0747564839807,273.3614810003248,451.7863894139887,529.3100833965125,448.9564850021124,470.7616707616708,282.0797891458009,178.2,28.2,174.0,201.8,10.0,190.25,29.8,160.6,173.0,39.0,False,False,False,False,False,False,False,False,False,False,-1
6263840579,24,24,22,23,24,24,24,24,22,23,0.5913978494623656,0.5521327014218009,0.5,0.463768115942029,0.5050505050505051,0.5634920634920635,0.4968944099378882,0.5590062111801242,0.42857142857142855,0.4444444444444444,1.9642857142857142,1.9444444444444444,2.28,1.9722222222222223,5.666666666666667,4.642857142857143,5.25,1.394736842105263,3.05,3.1379310344827585,476.1753261615931,391.90697674418607,414.1329011345219,499.78167545688706,277.7067617610753,395.6209890524727,498.97519582245434,373.09588365787533,410.041819132253,306.00451467268624,203.6,31.6,178.0,178.0,23.8,168.2,75.8,164.4,156.8,22.4,False,False,False,False,False,False,False,False,False,False,-1
6268413237,25,26,26,25,26,25,26,25,25,25,0.6,0.56353591160221,0.5656108597285068,0.5071428571428571,0.5388888888888889,0.5508021390374331,0.5760869565217391,0.6857142857142857,0.5714285714285714,0.5392670157068062,2.6153846153846154,1.9166666666666667,2.9166666666666665,1.5,3.4375,2.823529411764706,6.777777777777778,4.866666666666666,2.423076923076923,3.7857142857142856,450.39573820395736,423.8124251985638,432.78825465130996,395.4329078992756,269.65421469240385,459.80777385159007,388.45183486238534,488.0373831775701,495.81255374032673,300.51270519451316,187.4,40.4,170.6,170.4,10.0,177.6,21.8,214.8,158.2,26.0,False,False,False,False,False,False,False,False,False,False,-1
6251403210,13,13,12,13,14,13,14,15,14,13,0.5338345864661654,0.4528301886792453,0.46715328467153283,0.4672131147540984,0.4852941176470588,0.47368421052631576,0.49693251533742333,0.5769230769230769,0.5083333333333333,0.48255813953488375,6.666666666666667,1.2727272727272727,1.2619047619047619,2.9473684210526314,2.0,2.5789473684210527,2.2285714285714286,4.0588235294117645,1.5116279069767442,2.473684210526316,445.753697029949,402.27207637231504,433.9762810472141,413.9270568278202,266.9291338582677,404.1935088793631,416.5298237140787,368.95303748384316,391.71656686626744,352.08497646609845,182.6,69.4,194.4,164.8,35.0,185.4,91.4,128.8,179.4,129.2,False,False,False,False,False,False,False,False,False,True,-1
6266588445,9,11,12,12,10,12,10,12,9,10,0.53125,0.5465116279069767,0.5695364238410596,0.5,0.4166666666666667,0.480225988700565,0.4657534246575342,0.6143790849673203,0.4107142857142857,0.524390243902439,1.9827586206896552,2.967741935483871,1.9130434782608696,3.4444444444444446,3.0,1.7096774193548387,1.2727272727272727,0.9487179487179487,2.2142857142857144,2.2285714285714286,278.855365474339,392.16111541440745,400.2999117906498,514.4634525660964,355.56066464625354,366.6413336602108,414.5714664193933,364.6896551724138,427.5655172413793,410.1938226835063,27.0,47.0,157.2,195.0,70.0,120.0,14.6,100.2,180.0,65.8,True,False,False,False,False,True,False,True,False,False,-1
